1682,joint,noun,1. (n.) place where two things meet; 2. (adj.) done together,継ぎ目,They smoked their first joint together.
1683,compete,verb,to try to win something such as a race or game,競争する,I compete in ski races.
1684,poll,noun,to get information by asking many people questions about a particular subject,世論調査；投票,Let's take a quick poll.
1685,weak,adjective,having little power; not strong; easy to break,弱い,A weak king weakens the strong.
1686,faith,noun,a strong belief that someone or something is honest and good,信仰,My faith in humanity remains strong.
1687,reduction,noun,making something smaller; reducing something,削減,He advocated the reduction of taxes.
1688,reserve,verb,1. (v) to arrange to use a room or table at a particular time; 2. (n) a store of something,予約する；取っておく,I'd like to reserve a table.
1689,complaint,noun,saying something is wrong and should be changed,不平、苦情,I should make a complaint.
1690,bore,verb,to make someone not interested in something,退屈させる,I don't want to bore you.
1691,mission,noun,a special task or job that is given to a person or group,任務,He was given an important mission.
1692,somehow,adverb,in a way that is not known or certain,何とかして；どういうわけか,Life has to go on somehow.
1693,tone,noun,sound of a voice that shows emotion or meaning,口調,Tone of voice can indicate feelings.
1694,neighborhood,noun,area of a town or city that people live in,近所,Do you live in this neighborhood?
1695,passenger,noun,A person who is traveling in a vehicle,乗客,The passenger flew through the windshield.
1696,justice,noun,"quality of being fair, equal, or just",公正,Justice is not always fair.
1697,phase,noun,distinct part or step in a process,段階,Negotiations are entering a critical phase.
1698,thin,adjective,not thick; not wide in size,薄い；細い,He's as thin as a rail.
1699,rush,verb,to do something very quickly,急ぐ,Nobody wants to rush you.
1700,formal,adjective,"suitable for serious, official, or important occasions",正装の,The event requires formal attire.
